MI,ADA,LIQUOR,,BRAND NAME,PROOF,SIZE,PACK,    BASE , LICENSEE , MINIMUM , NEW/ 
,#,CODE,,,,IN ML,SIZE,    PRICE , PRICE , SHELF , CHNG 
,,,,,,,,,, PRICE ,
AMERICAN BLEND,,,,,,,,,,,
,,,,,,,,,,,
,321,12920,,JAMESON CASKMATES STOUT,80.0,750,12, 29.45 , 27.98 , 32.99 ,
,321,17020,,JAMESON CASKMATES STOUT,80.0,1000,6, 37.49 , 35.62 , 41.99 ,
,321,14282,,JAMESON COOPER'S CROZE,86.0,750,3, 62.49 , 59.37 , 69.99 ,
,321,4801,,JAMESON GOLD (IRISH),80.0,750,6, 89.28 , 84.81 , 99.99 ,
,321,4802,,JAMESON VINTAGE,92.0,750,3, 267.86 , 254.45 , 299.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
MISCELLANEOUS WHISKEY (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,321,2046,,JAMESON-12 YR OLD 1780 IRISH,80.0,750,12, 71.41 , 67.85 , 79.99 ,
,321,15639,,JAMESON-12 YR OLD 1780 IRISH,80.0,1000,6, 93.74 , 89.05 , 104.99 ,
,321,1521,,JAMESON-18 YR OLD (IRISH),80.0,750,6, 151.78 , 144.19 , 169.99 ,
,321,73579,,"JAMESON IRISH, STOUT, IPA 3PK",80.0,200,10, 26.78 , 25.44 , 29.99 , NEW 
,321,73499,,JAMESON CANDY CANES 4PK,80.0,50,30, 6.24 , 5.93 , 6.99 ,
,321,13227,,JAMESON TRILOGY 3PK,80.0,200,10, 31.24 , 29.68 , 34.99 ,
,321,11720,,JEREMIAH WEED CINNAMON WHISKEY,71.2,750,12, 15.16 , 14.41 , 16.99 ,
,321,11721,,JEREMIAH WEED SARSAPARILLA,70.4,750,12, 15.16 , 14.41 , 16.99 ,
,321,11722,,JEREMIAH WEED SPICED WHISKEY,70.6,750,12, 15.16 , 14.41 , 16.99 ,
,221,10904,,JESSE JAMES HONEY,70.0,750,12, 14.28 , 13.56 , 15.99 ,
,221,10906,,JESSE JAMES SPICED,70.0,750,12, 14.28 , 13.56 , 15.99 ,
,321,99196,,JOHN POWER & SON (IRISH),80.0,750,12, 28.57 , 27.13 , 31.99 ,
,321,96190,,JOHN POWER & SON (IRISH),80.0,1000,12, 35.70 , 33.92 , 39.99 ,
,321,16747,,JOSEPH MAGNUS CIGAR BLEND BBN,101.4,750,6, 133.65 , 126.98 , 149.70 ,
MI,221,8571,,JOURNEYMAN BUGGY WHIP WHEAT,90.0,750,12, 40.15 , 38.15 , 44.98 ,
MI,221,8572,,JOURNEYMAN FEATHERBONE BOURBON,90.0,750,12, 44.61 , 42.37 , 49.95 ,
MI,221,9721,,JOURNEYMAN LAST FEATHER RYE,90.0,750,12, 44.62 , 42.37 , 49.96 ,
MI,221,8805,,JOURNEYMAN SILVER CROSS,90.0,750,12, 44.61 , 42.37 , 49.95 ,
MI,221,8576,,JOURNEYMAN W.R.,90.0,750,12, 31.24 , 29.68 , 34.99 ,
MI,221,12320,,JOURNEYMAN WHISKEY 3PK,90.0,200,6, 35.68 , 33.90 , 39.97 ,
,221,17896,,KASKI SINGLE MALT WHISKY,86.0,750,6, 98.20 , 93.30 , 109.99 , NEW 
,321,17567,,KAVALAN EX-BOURBON OAK,92.0,750,6, 116.07 , 110.26 , 129.99 ,
,321,17568,,KAVALAN SHERRY OAK,92.0,750,6, 142.86 , 135.70 , 159.99 ,
,321,11498,,KAVALAN WHISKY,86.0,750,6, 74.11 , 70.39 , 82.99 ,
,321,11499,,KAVALAN WHISKY CONCERTMASTER,86.0,750,6, 80.36 , 76.33 , 89.99 ,
,321,25547,,KILBEGGAN (IRISH),80.0,750,12, 22.32 , 21.20 , 24.99 ,
,321,16398,,KILBEGGAN SINGLE GRAIN,86.0,750,6, 26.78 , 25.44 , 29.99 ,
,321,11500,,KING CAR WHISKY,92.0,750,6, 98.20 , 93.30 , 109.99 ,
,321,17193,,KIRKLAND IRISH WHISKEY,80.0,1750,6, 35.42 , 33.66 , 39.68 ,
,321,14064,,KNAPPOGUE CASTLE TWIN WD-14 YR,92.0,750,6, 53.57 , 50.88 , 59.99 ,
,321,14065,,KNAPPOGUE CASTLE TWIN WD-16 YR,80.0,750,6, 71.41 , 67.85 , 79.99 ,
,321,4670,,KNAPPOGUE CASTLE-12 YR,80.0,750,6, 42.86 , 40.70 , 47.99 ,
,321,17495,,KNAPPOGUE CASTLE-21 YR,92.0,750,3, 214.28 , 203.56 , 239.99 ,
,221,15663,,KNOCKMORE IRISH WHISKEY,80.0,750,6, 24.11 , 22.89 , 26.99 ,
,321,10218,,KOVAL BOURBON,94.0,750,6, 46.41 , 44.10 , 51.99 ,
,321,17997,,KURAYOSHI MALT WHISKY,92.0,750,12, 58.03 , 55.12 , 64.99 , NEW 
,321,17998,,KURAYOSHI-18 YR,100.0,750,12, 196.41 , 186.60 , 219.99 , NEW 
,321,10153,,LARK CASK STRENGTH,116.0,750,6, 200.87 , 190.81 , 224.96 ,
,321,10155,,LARK SINGLE CASK,86.0,750,6, 133.91 , 127.23 , 149.99 ,
,321,15170,,LAZY GUY COLD HEART,120.0,750,6, 26.34 , 25.01 , 29.49 ,
,321,15173,,LAZY GUY THREESOME WHISKEY,80.0,750,6, 24.99 , 23.74 , 27.99 ,
,321,14073,,LEADSLINGERS NAPALM,66.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,12421,,LES MOSSONES SINGLE MALT,83.4,750,6, 101.75 , 96.66 , 113.96 ,
,321,16728,,LITTLE BOOK,128.6,750,6, 71.41 , 67.85 , 79.99 ,
,321,13770,,LOCAL CHOICE BLACK CHERRY,90.0,750,6, 22.32 , 21.20 , 24.99 ,
MI,141,16033,,LONG ROAD CORN WHISKY,93.0,375,12, 16.07 , 15.26 , 17.99 ,
MI,141,16034,,LONG ROAD CORN WHISKY,93.0,750,6, 26.78 , 25.44 , 29.99 ,
MI,141,13957,,LONG ROAD WHEAT WHISKEY,93.0,750,6, 35.70 , 33.92 , 39.99 ,
,321,13136,,LORD LT. KINAHAN'S MALT IRISH,92.0,750,6, 63.59 , 60.40 , 71.21 ,
MI,221,17404,,LOST LEGACY RARE FIND,96.4,750,6, 71.41 , 67.85 , 79.99 ,
,321,15007,,LUCKY KY MOONSHINE GREEN APPLE,44.0,750,6, 15.16 , 14.41 , 16.99 ,
,221,16987,,MAD HEN FIERY,66.0,375,12, 5.33 , 5.05 , 5.96 ,
,221,16731,,MAD HEN FIERY,66.0,750,6, 9.79 , 9.30 , 10.96 ,
MI,321,17817,,MAMMOTH POHLCAT WHISKEY,80.0,750,12, 33.91 , 32.23 , 37.99 , NEW 
MI,321,13743,,MAMMOTH WHISKEY,80.0,750,12, 33.91 , 32.23 , 37.99 ,
MI,321,17819,,MAMMOTH WHISKEY PL,80.0,50,120, 1.95 , 1.86 , 2.19 , NEW 
,,,,,,,,,,,
MISCELLANEOUS WHISKEY (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,221,11787,,MASTERSON'S WHEAT-12 YR,100.0,750,6, 66.95 , 63.61 , 74.99 ,
,321,15846,,MCCRAY-12 YR HORSE DECANTER,80.0,1000,4, 99.00 , 94.05 , 110.88 ,
,321,15847,,MCCRAY-12 YR MENORAH DECANTER,80.0,1750,4, 121.75 , 115.66 , 136.36 ,
,321,15848,,MCCRAY-12 YR ROOSTER DECANTER,80.0,750,4, 80.83 , 76.78 , 90.52 ,
,321,10852,,MICHTER'S AMERICAN,83.4,750,6, 36.58 , 34.74 , 40.96 ,
,321,10856,,MICHTER'S SOUR MASH,86.0,750,6, 36.58 , 34.74 , 40.96 ,
,321,9311,,MIDLETON BARRY CROCKETT LEGACY,92.0,750,3, 267.86 , 254.45 , 299.99 ,
,321,17149,,MIDLETON BLUEBELL FOREST,112.6,750,3, 312.49 , 296.87 , 349.99 ,
,321,15174,,MIDLETON DAIR GHAELACH,115.6,750,3, 312.49 , 296.87 , 349.99 ,
,321,566,,MIDLETON RARE (IRISH),80.0,750,6, 133.91 , 127.23 , 149.99 ,
,321,16917,,MIDLETON VERY RARE VINTAGE RSV,80.0,750,3, 178.57 , 169.63 , 199.99 ,
,221,15296,,MIDNIGHT MOON AMERICAN WHISKEY,90.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,10681,,MIDNIGHT MOON APPLE PIE,70.0,375,12, 10.70 , 10.17 , 11.99 ,
,221,7695,,MIDNIGHT MOON APPLE PIE,70.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,9313,,MIDNIGHT MOON BLACKBERRY,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,73551,,MIDNIGHT MOON BLU/CAN LEMONADE,100.0,750,6, 17.86 , 16.95 , 19.99 , NEW 
,221,10682,,MIDNIGHT MOON BLUEBERRY,100.0,375,12, 10.70 , 10.17 , 11.99 ,
,221,8342,,MIDNIGHT MOON BLUEBERRY,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,7696,,MIDNIGHT MOON CHERRY,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,13803,,MIDNIGHT MOON CINNAMON,90.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,8343,,MIDNIGHT MOON CRANBERRY,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,12862,,MIDNIGHT MOON PEACH,70.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,12255,,MIDNIGHT MOON RASPBERRY,90.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,10683,,MIDNIGHT MOON STRAWBERRY,100.0,375,12, 10.70 , 10.17 , 11.99 ,
,221,7698,,MIDNIGHT MOON STRAWBERRY,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,10773,,MIDNIGHT MOON-100,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,7697,,MIDNIGHT MOON-80,80.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,16921,,MIDNIGHT MOON APPL&100 PRF 2PK,70.0,375,6, 17.86 , 16.95 , 19.99 ,
,221,17897,,MOABE HOT CINNAMON WHISKY,66.0,750,6, 45.53 , 43.25 , 50.99 , NEW 
,321,17961,,MONUMENTAL-18 YR,80.0,750,6, 47.03 , 44.67 , 52.67 , NEW 
,221,18111,,MOSSBURN ARDMORE,92.0,750,6, 61.62 , 58.52 , 69.00 , NEW 
,221,18112,,MOSSBURN BLAIR ATHOL,119.6,750,6, 87.50 , 83.12 , 98.00 , NEW 
,221,18113,,MOSSBURN INCHGOWER,92.0,750,6, 70.54 , 67.01 , 79.00 , NEW 
,221,18114,,MOSSBURN ISLAND,92.0,750,6, 43.75 , 41.56 , 49.00 , NEW 
,221,18115,,MOSSBURN LINKWOOD,92.0,750,6, 70.54 , 67.01 , 79.00 , NEW 
,221,18116,,MOSSBURN MILTONDUFF,92.0,750,6, 61.62 , 58.52 , 69.00 , NEW 
,221,18117,,MOSSBURN TEANINICH,118.2,750,6, 87.50 , 83.12 , 98.00 , NEW 
MI,221,12216,,MURDER MITTEN MOONSHINE,100.0,750,12, 24.99 , 23.74 , 27.99 ,
MI,321,16695,,NEW HOLLAND BEER BARREL RYE,88.0,750,12, 30.36 , 28.83 , 33.99 ,
MI,321,6488,,NEW HOLLAND HATTER ROYALE,80.0,750,12, 22.32 , 21.20 , 24.99 ,
MI,321,13273,,NEW HOLLAND PITCHFORK WHEAT,90.0,750,12, 35.70 , 33.92 , 39.99 ,
MI,321,5458,,NEW HOLLAND ZEPPELIN BEND,90.0,750,12, 44.62 , 42.37 , 49.96 ,
MI,321,15081,,NEW HOLLAND ZEPPELIN BEND RSRV,90.0,750,12, 49.11 , 46.64 , 54.99 ,
,321,12136,,NIKKA COFFEY GRAIN WHISKY,90.0,750,6, 58.03 , 55.12 , 64.99 ,
,321,17786,,NOBLE OAK DOUBLE OAK BOURBON,90.0,750,6, 31.24 , 29.68 , 34.99 , NEW 
,321,17986,,NOBUSHI JAPANESE WHISKY,80.0,750,12, 39.05 , 37.09 , 43.73 , NEW 
,321,17791,,OCD #5,120.0,750,6, 70.40 , 66.89 , 78.86 , NEW 
,321,15538,,OHISHI WHISKY,83.6,750,12, 62.49 , 59.37 , 69.99 ,
,321,15539,,OHISHI WHISKY SHERRY CASK,84.2,750,12, 62.49 , 59.37 , 69.99 ,
,141,13246,,OL' MAJOR BACON FLAVORED BBN,70.0,750,12, 23.17 , 22.02 , 25.96 ,
,321,15242,,OLD CAMP,80.0,100,48, 1.78 , 1.69 , 1.99 ,
,321,15243,,OLD CAMP,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,14609,,OLD CAMP PEACH PECAN WHISKEY,70.0,100,48, 1.78 , 1.69 , 1.99 ,
,321,16437,,OLD CAMP PEACH PECAN WHISKEY,70.0,375,12, 9.82 , 9.32 , 10.99 ,
,321,14495,,OLD CAMP PEACH PECAN WHISKEY,70.0,750,12, 17.86 , 16.95 , 19.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
MISCELLANEOUS WHISKEY (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,321,13413,,OLD POTRERO 18TH CENTURY WHSKY,102.4,750,6, 62.49 , 59.37 , 69.99 ,
,221,18118,,OLD ST. ANDREWS SCOTCH WHISKY,80.0,50,36, 4.46 , 4.24 , 5.00 , NEW 
,221,18119,,OLD ST. ANDREWS SCOTCH WHISKY,80.0,1000,6, 32.13 , 30.54 , 36.00 , NEW 
,321,16224,,OLE SMOKY BLENDED WHISKEY,80.0,750,6, 21.38 , 20.33 , 23.96 ,
,321,12428,,OLE SMOKY MOONSHINE,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,15864,,OLE SMOKY MOONSHINE APPLE PIE,70.0,50,96, 2.65 , 2.53 , 2.98 ,
,321,13695,,OLE SMOKY MOONSHINE APPLE-70,70.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,12666,,OLE SMOKY MOONSHINE BIG ORANGE,70.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,15865,,OLE SMOKY MOONSHINE BLACKBERRY,40.0,50,96, 2.65 , 2.53 , 2.98 ,
,321,12430,,OLE SMOKY MOONSHINE BLACKBERRY,40.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,17375,,OLE SMOKY MOONSHINE BLUE FLAME,128.0,50,48, 3.56 , 3.37 , 3.98 ,
,321,13628,,OLE SMOKY MOONSHINE BLUE FLAME,128.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,13927,,OLE SMOKY MOONSHINE CHERRIES,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,17232,,OLE SMOKY MSHINE CHOC CHERRIES,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,17017,,OLE SMOKY MSHINE HARLEY D CHAR,103.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,15863,,OLE SMOKY MSHINE HUNCH PUNCH,80.0,50,96, 2.65 , 2.53 , 2.98 ,
,321,12426,,OLE SMOKY HUNCH PUNCH LIGHTNIN,80.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,12433,,OLE SMOKY MOONSHINE LEMON DROP,40.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,12427,,OLE SMOKY LEMON DROP LIGHTNIN,80.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,16225,,OLE SMOKY MANGO HABANERO WHISK,70.0,750,6, 17.82 , 16.92 , 19.95 ,
,321,16226,,OLE SMOKY MSHINE MOUNTAIN JAVA,35.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,12434,,OLE SMOKY MOONSHINE PEACH,40.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,13928,,OLE SMOKY MOONSHINE PEACHES,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,12667,,OLE SMOKY MOONSHINE PINEAPPLE,40.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,13083,,OLE SMOKY MOONSHIN PUMPKIN PIE,40.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,16227,,OLE SMOKY SALTY CARAMEL WHISK,60.0,750,6, 17.82 , 16.92 , 19.95 ,
,321,11899,,OLE SMOKY MOONSHINE SHINE NOG,35.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,12435,,OLE SMOKY MOONSHINE STRAWBERRY,40.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,17374,,OLE SMOKY MSHINE STRWMANG MARG,40.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,15867,,OLE SMOKY MOONSHINE WHI LIGHTN,100.0,50,96, 2.65 , 2.53 , 2.98 ,
,321,12439,,OLE SMOKY MOONSHINE WHI LIGHTN,100.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,15866,,OLE SMOKY MSHINE VARIETY CASE,70.0,50,96, 2.65 , 2.53 , 2.98 ,
,321,17869,,OMAR SINGLE MALT BBN BARREL,92.0,750,6, 62.70 , 59.57 , 70.23 , NEW 
,321,17870,,OMAR SINGLE MALT SHERRY BARREL,92.0,750,6, 72.60 , 68.96 , 81.30 , NEW 
,321,15630,,OREGON SPIRIT DIST WHEAT WHSKY,90.0,750,6, 44.62 , 42.37 , 49.96 ,
,321,15328,,OUTLAW RED CINNAMON WHISKEY,80.0,750,6, 31.24 , 29.68 , 34.99 ,
,321,9466,,PADDY OLD IRISH WHISKEY,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,6492,,PADDY OLD IRISH WHISKEY,80.0,1000,12, 23.20 , 22.05 , 25.99 ,
,321,17320,,PADDY IRISH WHISKEY PL,80.0,50,120, 0.88 , 0.85 , 1.00 ,
,321,17871,,PAUL JOHN BOLD WHISKY,92.0,750,6, 55.00 , 52.25 , 61.60 , NEW 
,321,17872,,PAUL JOHN BRILLIANCE WHISKY,92.0,750,6, 41.25 , 39.19 , 46.20 , NEW 
,321,18064,,PAUL JOHN CLASSIC WHISKY,110.4,750,6, 71.50 , 67.92 , 80.08 , NEW 
,321,17873,,PAUL JOHN EDITED WHISKY,92.0,750,6, 49.50 , 47.02 , 55.44 , NEW 
,321,17874,,PAUL JOHN KANYA WHISKY,100.0,750,6, 234.30 , 222.58 , 262.41 , NEW 
,321,17875,,PAUL JOHN OLOROSO WHISKY,114.8,750,6, 234.30 , 222.58 , 262.41 , NEW 
,321,17876,,PAUL JOHN PEATED WHISKY,111.0,750,6, 77.00 , 73.15 , 86.24 , NEW 
,321,18044,,PEARSE IRISH WHISKEY COOPERS,84.0,750,6, 49.11 , 46.64 , 54.99 , NEW 
,321,18045,,PEARSE IRISH WHISKEY DISTILLER,84.0,750,6, 35.70 , 33.92 , 39.99 , NEW 
,321,18046,,PEARSE IRISH WHISKEY FOUNDERS,84.0,750,6, 40.16 , 38.16 , 44.99 , NEW 
,321,18047,,PEARSE IRISH WHISKEY ORIGINAL,84.0,750,6, 26.78 , 25.44 , 29.99 , NEW 
,321,18185,,PEARSE LYONS RESERVE,80.0,750,6, 29.45 , 27.98 , 32.99 , NEW 
,321,17999,,PENDERYN CELT,86.0,750,12, 53.57 , 50.88 , 59.99 , NEW 
,321,18000,,PENDERYN LEGEND,86.0,750,12, 44.63 , 42.41 , 50.00 , NEW 
,321,18001,,PENDERYN MADEIRA,92.0,750,12, 62.49 , 59.37 , 69.99 , NEW 
,321,18002,,PENDERYN MYTH,86.0,750,12, 53.57 , 50.88 , 59.99 , NEW 
,,,,,,,,,,,
,,,,,,,,,,,
MISCELLANEOUS WHISKEY (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,221,2371,,PHILLIPS UNION CHERRY,70.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,2373,,PHILLIPS UNION VANILLA,70.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,12118,,PIEHOLE APPLE PIE,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,12119,,PIEHOLE APPLE PIE PL,70.0,50,120, 0.87 , 0.81 , 0.96 ,
,321,12120,,PIEHOLE CHERRY PIE,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,12122,,PIEHOLE PECAN PIE,70.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,12123,,PIEHOLE PECAN PIE PL,70.0,50,120, 0.87 , 0.81 , 0.96 ,
,321,15646,,PIKE CREEK-10 YR,84.0,750,6, 26.78 , 25.44 , 29.99 ,
,221,12913,,PLATTE VALLEY FIRESHINE,70.0,750,12, 19.62 , 18.62 , 21.96 ,
,321,18032,,POLLY'S CASK,80.0,750,12, 49.50 , 47.02 , 55.44 , NEW 
,321,12860,,POWERS JOHN'S LANE RELEASE,92.0,750,6, 62.49 , 59.37 , 69.99 ,
,321,13630,,POWERS SIGNATURE RELEASE,92.0,750,6, 40.16 , 38.16 , 44.99 ,
,321,17401,,REBEL YELL VARIETY CASE PL,70.0,50,60, 0.85 , 0.80 , 0.94 ,
,321,16804,,REBEL YELL VARIETY 3PK,70.0,375,4, 20.53 , 19.50 , 22.99 , (7.00)
,321,72951,,REBEL YELL VARIETY 3PK,80.0,750,4, 53.57 , 50.88 , 59.99 ,
,321,15719,,RED SHANK IRISH,80.0,750,12, 23.20 , 22.05 , 25.99 ,
,321,8553,,REDBREAST CASK-12 YR,115.4,750,6, 74.11 , 70.39 , 82.99 ,
,321,84576,,REDBREAST IRISH WHISKEY-12 YR,80.0,750,6, 60.70 , 57.67 , 67.99 ,
,321,7065,,REDBREAST IRISH WHISKEY-15 YR,92.0,750,6, 107.12 , 101.75 , 119.96 ,
,321,11056,,REDBREAST IRISH WHISKEY-21 YR,92.0,750,3, 357.12 , 339.25 , 399.96 ,
,321,14868,,REDBREAST LUSTAU,92.0,750,6, 71.41 , 67.85 , 79.99 ,
,221,16463,,REDEMPTION BARREL PROOF-9 YR,114.2,750,6, 89.28 , 84.81 , 99.99 ,
,221,15109,,REDEMPTION BOURBON,84.0,750,12, 25.87 , 24.56 , 28.96 ,
,221,15110,,REDEMPTION HIGH RYE BOURBON,92.0,750,12, 25.87 , 24.56 , 28.96 ,
,221,14810,,REDEMPTION RYE,92.0,750,12, 25.87 , 24.56 , 28.96 ,
,221,17342,,REDWOOD EMPIRE AMERICAN WHSKY,90.0,750,6, 37.49 , 35.62 , 41.99 ,
,221,17507,,REDWOOD EMPIRE 40 ANNIVERSARY,90.0,750,6, 37.49 , 35.62 , 41.99 ,
,221,16352,,REVEL STOKE HONEY,70.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,16353,,REVEL STOKE HONEY,70.0,1000,12, 15.16 , 14.41 , 16.99 ,
,221,16239,,REVEL STOKE HONEY PL,70.0,50,60, 0.71 , 0.68 , 0.80 ,
,221,13274,,REVEL STOKE PUMPKIN SPICED,70.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,15282,,REVEL STOKE PUMPKIN SPICED PL,70.0,50,120, 0.44 , 0.43 , 0.50 ,
,221,13443,,REVEL STOKE ROASTED APPLE,70.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,15283,,REVEL STOKE ROASTED APPLE PL,70.0,50,120, 0.71 , 0.68 , 0.80 ,
,221,11278,,REVEL STOKE ROASTED PECAN,70.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,15284,,REVEL STOKE ROASTED PECAN PL,70.0,50,120, 0.71 , 0.68 , 0.80 ,
,221,13667,,REVEL STOKE ROASTED PINEAPPLE,70.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,15285,,REVEL STOKE ROASTED PINEAPP PL,70.0,50,120, 0.71 , 0.68 , 0.80 ,
,221,14668,,REVEL STOKE ROOT BEER,70.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,14669,,REVEL STOKE ROOT BEER,70.0,1000,12, 15.16 , 14.41 , 16.99 ,
,221,15286,,REVEL STOKE ROOT BEER PL,70.0,50,120, 0.71 , 0.68 , 0.80 ,
,221,73300,,REVEL STOKE ROOT BEER/FLASK,70.0,750,6, 11.61 , 11.02 , 12.99 ,
,221,16704,,REVEL STOKE SMOKED VANILLA,70.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,16705,,REVEL STOKE SMOKED VANILLA,70.0,1000,12, 15.16 , 14.41 , 16.99 ,
,221,16627,,REVEL STOKE SMOKED VANILLA PL,70.0,50,60, 0.71 , 0.68 , 0.80 ,
,221,7535,,REVEL STOKE SPICED WHISKY,90.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,16071,,RHETORIC-23 YR,90.6,750,6, 98.20 , 93.30 , 109.99 ,
,141,17234,,ROGUE OREGON SNGL MALT WHISKEY,80.0,750,6, 49.67 , 47.20 , 55.64 ,
,321,17991,,ROYAL CHALLENGE,85.6,750,12, 18.73 , 17.80 , 20.98 , NEW 
,321,7636,,SAM HOUSTON AMERICAN STR WHSKY,86.0,750,6, 23.20 , 22.05 , 25.99 ,
,321,11942,,SEAGRAMS 7 CROWN ORCHARD APPLE,71.0,50,120, 0.87 , 0.81 , 0.96 ,
,321,11943,,SEAGRAMS 7 CROWN ORCHARD APPLE,71.0,750,12, 11.61 , 11.02 , 12.99 , 1.00 
,321,11944,,SEAGRAMS 7 CROWN ORCHARD APPLE,71.0,1000,12, 13.37 , 12.69 , 14.96 ,
,321,11946,,SEAGRAMS 7 CRWN AMERICAN SPICE,71.0,750,12, 11.61 , 11.02 , 12.99 , 1.00 
,321,11947,,SEAGRAMS 7 CRWN AMERICAN SPICE,71.0,1000,12, 13.37 , 12.69 , 14.96 ,
,,,,,,,,,,,
,,,,,,,,,,,
MISCELLANEOUS WHISKEY (CONTINUED),,,,,,,,,,,
,,,,,,,,,,,
,321,17824,,SELECT CLUB PECAN PRALINE,70.0,750,12, 21.38 , 20.33 , 23.96 , NEW 
,221,12269,,SHEEP DIP ISLAY,80.0,750,6, 51.97 , 49.38 , 58.21 ,
,321,17992,,SIGNATURE,85.6,750,12, 19.62 , 18.62 , 21.96 , NEW 
,321,16442,,SIR WATSONS BAKER ST APPL CARM,86.0,750,6, 22.28 , 21.16 , 24.95 ,
,321,16443,,SIR WATSONS MANHATTAN CHERRY,86.0,750,6, 22.28 , 21.16 , 24.95 ,
,321,16444,,SIR WATSONS MYSTERY MACAROON,86.0,750,6, 22.28 , 21.16 , 24.95 ,
,221,17702,,SLANE IRISH WHISKEY,80.0,750,6, 26.78 , 25.44 , 29.99 , NEW 
,221,17703,,SLANE IRISH WHISKEY,80.0,1000,6, 35.70 , 33.92 , 39.99 , NEW 
,321,15648,,SMOOTH AMBLER OLD SCOUT,96.0,750,6, 31.24 , 29.68 , 34.99 ,
,321,17150,,SMOOTH AMBLER OLD SCOUT 107,107.0,750,6, 35.70 , 33.92 , 39.99 ,
MI,141,15709,,SOLE CRY BRRL RSRV RYE WHISKEY,92.0,750,12, 40.16 , 38.16 , 44.99 ,
,321,16369,,SOUTHERN COMFORT 80,80.0,750,12, 16.07 , 15.26 , 17.99 ,
,321,16370,,SOUTHERN COMFORT 80,80.0,1000,12, 22.32 , 21.20 , 24.99 ,
,321,16371,,SOUTHERN COMFORT PL 80,80.0,50,120, 0.88 , 0.85 , 1.00 ,
,321,16372,,SOUTHERN COMFORT PL 80,80.0,100,48, 1.78 , 1.69 , 1.99 ,
,321,16373,,SOUTHERN COMFORT PL 80,80.0,200,48, 4.45 , 4.23 , 4.99 ,
,321,16374,,SOUTHERN COMFORT PL 80,80.0,375,24, 8.03 , 7.62 , 8.99 ,
,321,16375,,SOUTHERN COMFORT PL 80,80.0,750,12, 16.07 , 15.26 , 17.99 ,
,321,16376,,SOUTHERN COMFORT PL 80,80.0,1750,6, 30.36 , 28.83 , 33.99 ,
,321,63367,,SOUTHERN COMFORT 100,100.0,750,12, 17.86 , 16.95 , 19.99 ,
,321,96035,,SOUTHERN COMFORT 100,100.0,1000,12, 24.99 , 23.74 , 27.99 ,
