MI,ADA,LIQUOR,,BRAND NAME,PROOF,SIZE,PACK,    BASE , LICENSEE , MINIMUM , NEW/ 
,#,CODE,,,,IN ML,SIZE,    PRICE , PRICE , SHELF , CHNG 
,,,,,,,,,, PRICE ,
AMERICAN BLEND,,,,,,,,,,,
,,,,,,,,,,,
,221,16136,,PHILLIPS VODKA PL,80.0,750,12, 8.03 , 7.62 , 8.99 ,
,221,16137,,PHILLIPS VODKA PL,80.0,1750,6, 14.28 , 13.56 , 15.99 ,
,321,1536,,PINNACLE,80.0,750,12, 10.70 , 10.17 , 11.99 ,
,321,2249,,PINNACLE,80.0,1000,12, 13.37 , 12.69 , 14.96 ,
,321,11329,,PINNACLE PL,80.0,50,120, 0.85 , 0.80 , 0.94 ,
,321,11331,,PINNACLE PL,80.0,200,48, 2.49 , 2.37 , 2.79 ,
,321,5292,,PINNACLE PL,80.0,750,12, 10.70 , 10.17 , 11.99 ,
,321,1537,,PINNACLE PL,80.0,1750,6, 17.86 , 16.95 , 19.99 , 2.00 
,321,11305,,PINNACLE (FLASK) PL,80.0,375,24, 4.45 , 4.23 , 4.99 ,
,321,73007,,PINNACLE (FLASK) PL/50ML RASPB,80.0,375,24, 4.45 , 4.23 , 4.99 ,
,321,73010,,PINNACLE PL W/2-50ML RASP-CITR,80.0,1750,6, 17.86 , 16.95 , 19.99 , 2.00 
,321,73378,,PINNACLE PL W/200ML RASPBERRY,80.0,1750,6, 17.86 , 16.95 , 19.99 , 2.00 
,321,72744,,PINNACLE W/BLOODY MARY MIX,80.0,750,6, 10.70 , 10.17 , 11.99 ,
,321,73544,,PINNACLE W/REUSABLE BAG,80.0,750,12, 10.70 , 10.17 , 11.99 , NEW 
,321,18202,,PINNACLE VODKA LTD EDITION PL,80.0,1750,6, 16.07 , 15.26 , 17.99 , NEW 
,321,6228,,PINNACLE-100,100.0,750,12, 13.37 , 12.69 , 14.96 ,
,,,,,,,,,,,
,,,,,,,,,,,
,VODKA (CONTINUED),,,,,,,,,,
,,,,,,,,,,,
,321,6937,,PLATINUM 7X,80.0,100,48, 1.14 , 1.10 , 1.29 ,
,321,87870,,PLATINUM 7X,80.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,5465,,PLATINUM 7X,80.0,1000,12, 11.61 , 11.02 , 12.99 ,
,321,9353,,PLATINUM 7X BAR LITER,80.0,1000,12, 11.61 , 11.02 , 12.99 ,
,321,6104,,PLATINUM 7X PL,80.0,50,120, 0.44 , 0.43 , 0.50 ,
,321,12067,,PLATINUM 7X PL,80.0,200,48, 2.49 , 2.37 , 2.79 ,
,321,12068,,PLATINUM 7X PL,80.0,375,24, 4.45 , 4.23 , 4.99 ,
,321,3797,,PLATINUM 7X PL,80.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,2081,,PLATINUM 7X PL,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,321,17987,,POLAND SELECT WODKA,80.0,750,12, 9.90 , 9.42 , 11.10 , NEW 
,321,17988,,POLAND SELECT WODKA,80.0,1000,12, 11.55 , 10.97 , 12.93 , NEW 
,321,85156,,POLAR ICE,80.0,750,12, 6.24 , 5.93 , 6.99 ,
,321,85290,,POLAR ICE,80.0,1000,12, 8.91 , 8.48 , 9.99 ,
,321,60933,,POPOV 100,100.0,375,24, 4.89 , 4.66 , 5.49 ,
,321,60937,,POPOV 100,100.0,750,12, 8.30 , 7.88 , 9.29 ,
,321,60902,,POPOV 80,80.0,200,48, 1.87 , 1.76 , 2.08 ,
,321,60903,,POPOV 80,80.0,375,24, 3.57 , 3.38 , 3.99 ,
,321,60907,,POPOV 80,80.0,750,12, 7.12 , 6.75 , 7.96 ,
,321,60901,,POPOV 80,80.0,1000,12, 8.91 , 8.48 , 9.99 ,
,321,60908,,POPOV 80,80.0,1750,6, 14.28 , 13.56 , 15.99 ,
,321,60917,,POPOV 80 PL,80.0,750,12, 7.12 , 6.75 , 7.96 ,
,221,14092,,PRAIRIE ORGANIC VODKA,80.0,375,12, 9.82 , 9.32 , 10.99 ,
,221,17683,,PRAIRIE ORGANIC VODKA,80.0,750,12, 17.86 , 16.95 , 19.99 , (1.97)
,221,17682,,PRAIRIE ORGANIC VODKA,80.0,1000,12, 21.41 , 20.35 , 23.99 ,
,221,7825,,PRAIRIE ORGANIC VODKA,80.0,1750,6, 26.78 , 25.44 , 29.99 ,
,221,17547,,PRAIRIE ORGANIC VODKA PL,80.0,50,60, 0.87 , 0.81 , 0.96 ,
,221,73393,,PRAIRIE ORGANIC VODKA W/MUG,80.0,750,6, 19.62 , 18.62 , 21.96 ,
,221,1165,,PRAVDA,80.0,750,6, 22.32 , 21.20 , 24.99 ,
,221,17358,,PRAVDA VODKA KOSHER,80.0,750,6, 22.32 , 21.20 , 24.99 ,
,321,14097,,PRECIOUS VODKA,80.0,750,6, 35.70 , 33.92 , 39.99 ,
,321,15554,,PURANIQUE,80.0,750,12, 16.07 , 15.26 , 17.99 ,
,221,17685,,PURUS,80.0,750,12, 26.78 , 25.44 , 29.99 , 8.03 
,221,73072,,PURUS VODKA W/50ML PURUS VODKA,80.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,14166,,PUTINKA CLASSIC,80.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,14167,,PUTINKA SOFT,80.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,89846,,RAIN ORGANICS,80.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,87510,,RAIN ORGANICS,80.0,1000,12, 16.95 , 16.11 , 18.99 ,
,321,568,,RAIN ORGANICS,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,15963,,RAVO VODKA,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,221,18247,,REAL RUSSIAN VODKA,80.0,750,12, 16.07 , 15.26 , 17.99 , NEW 
,321,86263,,RELSKA,80.0,50,120, 0.62 , 0.57 , 0.68 ,
,321,60942,,RELSKA,80.0,200,48, 2.22 , 2.11 , 2.49 ,
,321,60943,,RELSKA,80.0,375,24, 3.03 , 2.87 , 3.39 ,
,321,60947,,RELSKA,80.0,750,12, 5.80 , 5.50 , 6.49 ,
,321,5635,,RELSKA,80.0,1000,12, 7.93 , 7.54 , 8.89 ,
,321,60948,,RELSKA,80.0,1750,6, 12.49 , 11.87 , 13.99 ,
,321,3320,,REYKA,80.0,750,6, 17.86 , 16.95 , 19.99 ,
,321,3321,,REYKA,80.0,1000,6, 23.20 , 22.05 , 25.99 ,
,321,9116,,REYKA,80.0,1750,6, 32.11 , 30.49 , 35.95 ,
,321,90630,,RIKALOFF VODKA,80.0,750,12, 5.16 , 4.91 , 5.79 ,
,321,90860,,RIKALOFF VODKA,80.0,1750,6, 11.24 , 10.68 , 12.59 ,
,321,17258,,ROOFRAISER VODKA,80.0,750,6, 19.18 , 18.23 , 21.49 ,
,321,16830,,ROYAL SEAL VODKA,80.0,750,12, 21.45 , 20.38 , 24.03 ,
,321,6391,,RUE 33 (FR),80.0,1750,6, 24.98 , 23.73 , 27.98 ,
,321,8732,,RUSSIAN STANDARD GOLD,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
,VODKA (CONTINUED),,,,,,,,,,
,,,,,,,,,,,
,321,5320,,RUSSIAN STANDARD ORIGINAL,80.0,375,12, 8.83 , 8.38 , 9.88 ,
,321,4135,,RUSSIAN STANDARD ORIGINAL,80.0,750,12, 16.95 , 16.11 , 18.99 ,
,321,6788,,RUSSIAN STANDARD ORIGINAL,80.0,1000,6, 22.32 , 21.20 , 24.99 ,
,321,4176,,RUSSIAN STANDARD ORIGINAL,80.0,1750,6, 26.78 , 25.44 , 29.99 ,
,321,5670,,RUSSIAN STANDARD PLATINUM,80.0,750,12, 22.32 , 21.20 , 24.99 ,
,321,6340,,RUSSIAN STANDARD PLATINUM,80.0,1750,6, 35.70 , 33.92 , 39.99 ,
,321,10533,,SALUTE AMERICAN VODKA,80.0,750,12, 17.85 , 16.95 , 19.98 ,
,321,15062,,SCORE,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,12661,,SEA VODKA,80.0,200,24, 4.45 , 4.23 , 4.99 ,
,221,13584,,SEA VODKA,80.0,375,24, 8.47 , 8.05 , 9.49 ,
,221,12713,,SEA VODKA,80.0,750,12, 16.95 , 16.11 , 18.99 ,
,221,12714,,SEA VODKA,80.0,1000,12, 21.41 , 20.35 , 23.99 ,
,221,12715,,SEA VODKA,80.0,1750,6, 30.35 , 28.82 , 33.98 ,
,221,774,,SEAGRAM'S EXTRA SMOOTH,80.0,50,120, 0.87 , 0.81 , 0.96 ,
,221,1067,,SEAGRAM'S EXTRA SMOOTH,80.0,100,48, 1.48 , 1.41 , 1.66 ,
,221,775,,SEAGRAM'S EXTRA SMOOTH,80.0,200,48, 2.66 , 2.54 , 2.99 ,
,221,773,,SEAGRAM'S EXTRA SMOOTH,80.0,375,24, 4.89 , 4.66 , 5.49 ,
,221,776,,SEAGRAM'S EXTRA SMOOTH,80.0,750,12, 9.82 , 9.32 , 10.99 , (1.00)
,221,777,,SEAGRAM'S EXTRA SMOOTH,80.0,1000,12, 13.37 , 12.69 , 14.96 ,
,221,803,,SEAGRAM'S EXTRA SMOOTH,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,1532,,SEAGRAM'S EXTRA SMOOTH PL,80.0,750,12, 9.82 , 9.32 , 10.99 , (1.00)
,221,7227,,SEAGRAM'S EXTRA SMOOTH PL,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,73558,,SEAGRAM'S EXTRA/50ML APPLE,80.0,375,12, 4.89 , 4.66 , 5.49 , NEW 
,221,73559,,SEAGRAM'S EXTRA/50ML APPLE,80.0,750,12, 9.82 , 9.32 , 10.99 , (1.00)
,221,73187,,SEAGRAM'S EXTRA/50ML APRICOT,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,72423,,SEAGRAM'S EXTRA/50ML EXTRA SM,80.0,375,12, 4.89 , 4.66 , 5.49 ,
,221,73188,,SEAGRAM'S EXTRA/50ML GRPEFRUIT,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,72658,,SEAGRAM'S EXTRA/50ML PEACH VOD,80.0,375,12, 4.89 , 4.66 , 5.49 ,
,221,72693,,SEAGRAM'S EXTRA/50ML PEACH VOD,80.0,750,12, 9.82 , 9.32 , 10.99 , (1.00)
,221,72752,,SEAGRAM'S EXTRA/50ML RED BERRY,80.0,375,12, 4.89 , 4.66 , 5.49 ,
,221,72703,,SEAGRAM'S EXTRA/50ML RED BERRY,70.0,750,12, 9.82 , 9.32 , 10.99 , (1.00)
,221,73443,,SEAGRAM'S EXTRA/50ML WATERMELO,80.0,375,12, 4.89 , 4.66 , 5.49 ,
,221,73444,,SEAGRAM'S EXTRA/50ML WATERMELO,80.0,750,12, 9.82 , 9.32 , 10.99 , (1.00)
,221,73319,,SEAGRAM'S EXTRA/50ML WATERMELO,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,1881,,SEAGRAM'S PLATINUM SELECT,100.0,50,120, 0.87 , 0.81 , 0.96 ,
,221,6300,,SEAGRAM'S PLATINUM SELECT,100.0,200,24, 2.66 , 2.54 , 2.99 ,
,221,6295,,SEAGRAM'S PLATINUM SELECT,100.0,375,12, 4.89 , 4.66 , 5.49 ,
,221,1884,,SEAGRAM'S PLATINUM SELECT,100.0,750,12, 9.82 , 9.32 , 10.99 , (1.00)
,221,1885,,SEAGRAM'S PLATINUM SELECT,100.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,18266,,SEMKOV VODKA PL,80.0,50,120, 0.70 , 0.67 , 0.79 , NEW 
,321,18267,,SEMKOV VODKA PL,80.0,200,48, 1.78 , 1.69 , 1.99 , NEW 
,321,18268,,SEMKOV VODKA PL,80.0,375,24, 3.12 , 2.95 , 3.48 , NEW 
,321,18269,,SEMKOV VODKA PL,80.0,750,12, 5.80 , 5.50 , 6.49 , NEW 
,321,18270,,SEMKOV VODKA PL,80.0,1000,12, 6.80 , 6.45 , 7.61 , NEW 
,321,8754,,SKINNYGIRL BARE NAKED,60.0,750,12, 16.95 , 16.11 , 18.99 ,
,321,61027,,SKOL VODKA,80.0,750,12, 5.16 , 4.91 , 5.79 ,
,321,61028,,SKOL VODKA,80.0,1750,6, 10.70 , 10.17 , 11.99 ,
,321,61017,,SKOL VODKA PL,80.0,750,12, 5.16 , 4.91 , 5.79 ,
,141,16688,,SKORPPIO VODKA WITH SCORPION,80.0,750,12, 26.78 , 25.44 , 29.99 ,
,221,11262,,SKYY VODKA,80.0,50,120, 1.41 , 1.35 , 1.59 ,
,221,61062,,SKYY VODKA,80.0,200,24, 3.82 , 3.62 , 4.27 ,
,221,61073,,SKYY VODKA,80.0,375,12, 7.59 , 7.20 , 8.49 ,
,221,61067,,SKYY VODKA,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,61061,,SKYY VODKA,80.0,1000,12, 19.62 , 18.62 , 21.96 ,
,221,61068,,SKYY VODKA,80.0,1750,6, 22.32 , 21.20 , 24.99 ,
,221,73531,,SKYY VODKA/50ML SKYY WATERMLN,80.0,1750,6, 22.32 , 21.20 , 24.99 ,
,,,,,,,,,,,
,VODKA (CONTINUED),,,,,,,,,,
,,,,,,,,,,,
,321,17837,,SMIRNOFF MOSCOW MULE,60.0,750,12, 11.61 , 11.02 , 12.99 , NEW 
,321,17838,,SMIRNOFF MOSCOW MULE PL,60.0,50,120, 0.87 , 0.81 , 0.96 , NEW 
,321,84653,,SMIRNOFF 100,100.0,50,120, 1.14 , 1.10 , 1.29 ,
,321,85800,,SMIRNOFF 100,100.0,200,48, 3.57 , 3.38 , 3.99 , (0.50)
,321,61123,,SMIRNOFF 100,100.0,375,24, 7.12 , 6.75 , 7.96 , (0.28)
,321,61127,,SMIRNOFF 100,100.0,750,12, 15.16 , 14.41 , 16.99 ,
,321,90315,,SMIRNOFF 100,100.0,1000,12, 16.95 , 16.11 , 18.99 ,
,321,61128,,SMIRNOFF 100,100.0,1750,6, 26.78 , 25.44 , 29.99 ,
,321,84643,,SMIRNOFF 80,80.0,50,120, 0.87 , 0.81 , 0.96 ,
,321,61114,,SMIRNOFF 80,80.0,100,48, 1.61 , 1.52 , 1.79 ,
,321,61107,,SMIRNOFF 80,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,61101,,SMIRNOFF 80,80.0,1000,12, 15.16 , 14.41 , 16.99 ,
,321,61102,,SMIRNOFF 80 PL,80.0,200,48, 2.86 , 2.70 , 3.19 ,
,321,61103,,SMIRNOFF 80 PL,80.0,375,24, 5.36 , 5.08 , 5.99 ,
,321,61097,,SMIRNOFF 80 PL,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,1317,,SMIRNOFF 80 PL,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,73087,,SMIRNOFF 80 PL/2-50ML APL&CAR,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,73439,,SMIRNOFF 80 PL/2-50ML APL&WATM,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,72292,,SMIRNOFF 80 PL/2-50ML CAR&WHIP,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,73506,,SMIRNOFF 80 PL/2-50ML VOD&APPL,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,73440,,SMIRNOFF 80 PL/2-50ML VOD&PPMT,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,73286,,SMIRNOFF 80 PL/2-50ML VOD&RWB,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,73288,,SMIRNOFF 80 PL/2-50ML VOD&RWB,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,321,73342,,SMIRNOFF 80 PL/2-50ML VOD&WATM,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,72496,,SMIRNOFF 80 W/CRYSTAL LIGHT PK,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,72727,,SMIRNOFF 80 W/LED SHOT GL,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,73343,,SMIRNOFF 80 W/SOLO CUP,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,73289,,SMIRNOFF 80 W/2-50ML VOD&RASP,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,73185,,SMIRNOFF 80 W/50ML CROWN ROYAL,80.0,1000,12, 15.16 , 14.41 , 16.99 ,
,321,72588,,SMIRNOFF 80/2-50ML VOD&GR APPL,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,17674,,SMIRNOFF 80 LOVE WINS LTD ED,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,17675,,SMIRNOFF 80 LOVE WINS LTD ED,80.0,1000,12, 15.16 , 14.41 , 16.99 ,
,321,86370,,SMIRNOFF 90.4,90.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,61137,,SMIRNOFF 90.4,90.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,90176,,SMIRNOFF 90.4,90.0,1000,12, 16.07 , 15.26 , 17.99 ,
,321,99620,,SMIRNOFF 90.4,90.0,1750,6, 23.20 , 22.05 , 25.99 , (2.00)
,321,15791,,SMITHWORKS,80.0,50,120, 0.87 , 0.81 , 0.96 ,
,321,15792,,SMITHWORKS,80.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,15793,,SMITHWORKS,80.0,1000,12, 17.86 , 16.95 , 19.99 ,
,321,15794,,SMITHWORKS,80.0,1750,6, 26.78 , 25.44 , 29.99 ,
,321,73582,,SMITHWORKS W/50ML SMITHWORKS,80.0,750,12, 13.37 , 12.69 , 14.96 , NEW 
,221,5311,,SOBIESKI,80.0,200,24, 2.66 , 2.54 , 2.99 ,
,221,5043,,SOBIESKI,80.0,375,24, 4.45 , 4.23 , 4.99 ,
,221,5044,,SOBIESKI,80.0,750,12, 9.82 , 9.32 , 10.99 ,
,221,5336,,SOBIESKI,80.0,1000,12, 12.49 , 11.87 , 13.99 ,
,221,5045,,SOBIESKI,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,13765,,SOBIESKI ESTATE,80.0,750,6, 16.95 , 16.11 , 18.99 ,
,221,73386,,SOBIESKI ESTATE W/WATCH TRAY,80.0,750,3, 16.95 , 16.11 , 18.99 ,
,221,7233,,SOBIESKI PL,80.0,50,120, 0.87 , 0.81 , 0.96 ,
,221,5713,,SOBIESKI PL,80.0,750,12, 9.82 , 9.32 , 10.99 ,
,221,5046,,SOBIESKI PL,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,73387,,SOBIESKI W/2 MULE SHOT GLS,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,72366,,SOBIESKI W/2 SHOT GLS,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
,221,73519,,SOBIESKI/PARTY POUCH DISPENSER,80.0,750,6, 9.82 , 9.32 , 10.99 ,
,321,14168,,SOPLICA,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
,VODKA (CONTINUED),,,,,,,,,,
,,,,,,,,,,,
,321,5157,,SQUARE ONE ORGANIC VODKA,80.0,750,6, 30.66 , 29.14 , 34.35 ,
,321,12412,,ST. GEORGE ALL PURPOSE VODKA,80.0,750,6, 28.56 , 27.12 , 31.98 ,
,221,4521,,STALINGRAD,80.0,1000,12, 7.08 , 6.72 , 7.92 ,
,221,4523,,STALINGRAD PL,80.0,1750,6, 12.19 , 11.59 , 13.66 ,
,221,8907,,STAWSKI CLASSIC,80.0,750,12, 11.38 , 10.83 , 12.76 ,
,221,12419,,STOLICHNAYA ELIT,80.0,375,12, 26.78 , 25.44 , 29.99 ,
,221,5796,,STOLICHNAYA ELIT,80.0,750,6, 44.62 , 42.37 , 49.96 ,
,221,5916,,STOLICHNAYA ELIT,80.0,1000,6, 68.72 , 65.29 , 76.97 ,
,221,5917,,STOLICHNAYA ELIT,80.0,1750,4, 116.95 , 111.11 , 130.99 ,
,221,73474,,STOLICHNAYA ELIT W/2 GLS,80.0,750,4, 44.62 , 42.37 , 49.96 ,
,221,12180,,STOLICHNAYA ELIT 3.0 PW SERIES,80.0,1000,1," 2,678.56 "," 2,544.62 "," 2,999.98 ",
,221,14879,,STOLICHNAYA ELIT 4.0 PW SERIES,80.0,1000,1," 2,678.56 "," 2,544.62 "," 2,999.98 ",
,221,13744,,STOLICHNAYA GLUTEN FREE VODKA,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,221,14808,,STOLICHNAYA GLUTEN FREE VODKA,80.0,1000,12, 24.99 , 23.74 , 27.99 ,
,221,14809,,STOLICHNAYA GLUTEN FREE VODKA,80.0,1750,6, 31.24 , 29.68 , 34.99 ,
,221,14731,,STOLICHNAYA GLUTEN FREE VOD PL,80.0,50,60, 1.34 , 1.26 , 1.49 ,
,221,16453,,STOLICHNAYA GOLD,80.0,750,6, 22.32 , 21.20 , 24.99 ,
,221,17958,,STOLICHNAYA HARVEY MILK LTD ED,80.0,750,6, 17.86 , 16.95 , 19.99 , NEW 
,221,99450,,STOLICHNAYA 100 (RUS),100.0,750,12, 20.49 , 19.47 , 22.95 ,
,221,87030,,STOLICHNAYA 100 (RUS),100.0,1000,12, 26.78 , 25.44 , 29.99 ,
,221,13922,,STOLICHNAYA 80,80.0,50,60, 1.34 , 1.26 , 1.49 ,
,221,61242,,STOLICHNAYA 80,80.0,200,48, 5.80 , 5.50 , 6.49 ,
,221,13701,,STOLICHNAYA 80,80.0,375,12, 8.91 , 8.48 , 9.99 ,
,221,61247,,STOLICHNAYA 80,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,221,61241,,STOLICHNAYA 80,80.0,1000,12, 24.99 , 23.74 , 27.99 ,
,221,61248,,STOLICHNAYA 80,80.0,1750,6, 31.24 , 29.68 , 34.99 ,
,221,73173,,STOLICHNAYA 80 W/2 GLS,80.0,750,6, 17.86 , 16.95 , 19.99 ,
,221,72952,,STOLICHNAYA 80/BLOODY MARY MIX,80.0,1750,6, 31.24 , 29.68 , 34.99 ,
,221,72650,,STOLICHNAYA 80/4 GINGER BEERS,80.0,1750,6, 31.24 , 29.68 , 34.99 ,
,221,73174,,STOLICHNAYA 80/50ML BAYOU RUM,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,221,73176,,STOLICHNAYA 80/50ML STOLI RAZ,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,221,73473,,STOLICHNAYA 80/50ML STOLI VODK,80.0,375,12, 8.91 , 8.48 , 9.99 ,
,221,73337,,STOLI  W/50ML STOLI PINEAPPLE,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,221,73303,,STOLI W/2 GINGER BEER & 2-50ML,80.0,1750,6, 31.24 , 29.68 , 34.99 ,
,221,73338,,STOLI W/50ML RUBY RED GRAPEFRU,80.0,750,12, 17.86 , 16.95 , 19.99 ,
,221,73471,,STOLI 80/50ML CRUSH GRAPE VODK,80.0,375,12, 8.91 , 8.48 , 9.99 ,
,221,73472,,STOLI 80/50ML CRUSH PINPPL VOD,80.0,375,12, 8.91 , 8.48 , 9.99 ,
,141,17180,,STRAITS VODKA,80.0,750,12, 23.20 , 22.05 , 25.99 ,
,321,18038,,STRIKE SPIRITS VODKA,80.0,750,12, 9.90 , 9.42 , 11.10 , NEW 
,321,17534,,STROUDWATER DISTILLERY VODKA,80.0,750,6, 24.99 , 23.74 , 27.99 ,
,221,8483,,SVEDKA VODKA,80.0,100,48, 1.61 , 1.52 , 1.79 ,
,221,93090,,SVEDKA VODKA,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,92300,,SVEDKA VODKA,80.0,1000,12, 15.16 , 14.41 , 16.99 ,
,221,92680,,SVEDKA VODKA,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,221,17806,,SVEDKA VODKA PL,80.0,50,120, 0.87 , 0.81 , 0.96 , NEW 
,221,14905,,SVEDKA VODKA PL,80.0,200,48, 3.12 , 2.95 , 3.48 ,
,221,14906,,SVEDKA VODKA PL,80.0,375,24, 5.36 , 5.08 , 5.99 ,
,221,5889,,SVEDKA VODKA PL,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,73418,,SVEDKA VODKA W/GELATIN MIX,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,221,73495,,SVEDKA VODKA W/50ML BLUE RASP,80.0,750,12, 11.61 , 11.02 , 12.99 ,
,221,73258,,SVEDKA VODKA W/50ML BLUE RASP,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,221,73496,,SVEDKA VODKA/100ML PM GR AMBER,80.0,1750,6, 19.62 , 18.62 , 21.96 ,
,221,73547,,SVEDKA VODKA/50ML SVEDKA VODKA,80.0,1750,6, 19.62 , 18.62 , 21.96 , NEW 
,221,12345,,SVEDKA VODKA 100,100.0,375,12, 7.12 , 6.75 , 7.96 ,
,221,12378,,SVEDKA VODKA 100,100.0,750,12, 14.28 , 13.56 , 15.99 ,
,,,,,,,,,,,
,,,,,,,,,,,
,VODKA (CONTINUED),,,,,,,,,,
,,,,,,,,,,,
,321,61162,,TANQUERAY STERLING (ENG),80.0,200,48, 3.57 , 3.38 , 3.99 ,
,321,61163,,TANQUERAY STERLING (ENG),80.0,375,24, 6.24 , 5.93 , 6.99 ,
,321,61167,,TANQUERAY STERLING (ENG),80.0,750,12, 11.61 , 11.02 , 12.99 ,
,321,99266,,TANQUERAY STERLING (ENG),80.0,1000,12, 15.16 , 14.41 , 16.99 ,
,321,96486,,TANQUERAY STERLING (ENG),80.0,1750,6, 22.32 , 21.20 , 24.99 ,
,221,18095,,TEAZ VODKA,80.0,750,6, 49.11 , 46.64 , 54.99 , NEW 
,321,17471,,TENSTAR PL,80.0,50,120, 0.44 , 0.43 , 0.50 ,
,321,17472,,TENSTAR PL,80.0,750,12, 8.91 , 8.48 , 9.99 ,
,321,17473,,TENSTAR PL,80.0,1750,6, 17.86 , 16.95 , 19.99 ,
MI,321,13348,,THE STATE ROOM VODKA,80.0,1000,12, 21.29 , 20.22 , 23.84 ,
,221,17968,,THE STREET PUMAS VODKA,80.0,1000,6, 27.84 , 26.44 , 31.17 , NEW 
,321,557,,THREE OLIVES VODKA,80.0,375,12, 8.91 , 8.48 , 9.99 , 2.03 
,321,1403,,THREE OLIVES VODKA,80.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,86356,,THREE OLIVES VODKA,80.0,1000,6, 21.41 , 20.35 , 23.99 ,
,321,87390,,THREE OLIVES VODKA,80.0,1750,6, 24.11 , 22.89 , 26.99 ,
,321,12115,,THREE OLIVES VODKA PL,80.0,50,120, 1.03 , 0.97 , 1.15 ,
,321,73397,,THREE OLIVES VODKA W/SHAKER,80.0,750,6, 13.37 , 12.69 , 14.96 ,
,321,72958,,THREE OLIVES W/BLOODY MARY MIX,80.0,750,6, 13.38 , 12.73 , 15.00 ,
,321,72536,,THREE OLIVES W/SPEAKER,80.0,750,12, 13.37 , 12.69 , 14.96 ,
,321,73146,,THREE OLIVES W/3-50ML,80.0,750,6, 13.37 , 12.69 , 14.96 ,
,321,72875,,THREE OLIVES W/50ML BLUEBERRY,80.0,1750,6, 24.11 , 22.89 , 26.99 ,
,321,73583,,THREE OLIVES/50ML CUCUMBR LIME,80.0,1750,6, 24.11 , 22.89 , 26.99 , NEW 
,321,73584,,THREE OLIVES/50ML PINK GRPFRUI,80.0,1750,6, 24.11 , 22.89 , 26.99 , NEW 
,321,73585,,THREE OLIVES/50ML ROSE VODKA,80.0,1750,6, 24.11 , 22.89 , 26.99 , NEW 
,321,7127,,TITO'S HANDMADE VODKA,80.0,50,60, 1.78 , 1.69 , 1.99 ,
,321,7128,,TITO'S HANDMADE VODKA,80.0,200,24, 5.36 , 5.08 , 5.99 ,
